program_id,pathway_id,course_id,semester,year
66,3,IT146,2,3
66,3,IT147,2,3
66,3,IT148,2,3
66,3,IT150,2,3
66,3,IT152,2,3
66,3,IT157,2,3
66,3,IT159,2,3
66,3,IT160,2,3
66,3,IT162,2,3
66,3,IT163,2,3
66,3,PE019,2,3
66,3,IT082,3,3
66,3,IT056,1,4
66,3,IT083,1,4
66,3,IT094,1,4
66,3,IT120,1,4
66,3,IT144,1,4
66,3,IT145,1,4
66,3,IT146,1,4
66,3,IT147,1,4
66,3,IT148,1,4
66,3,IT150,1,4
66,3,IT152,1,4
66,3,IT157,1,4
66,3,IT161,1,4
66,3,IT162,1,4
66,3,IT163,1,4
66,3,IT058,2,4
